term_str,n,n_chars,p,s,i,h
mrder,12,5,1.112744166206887e-05,89867.91666666667,16.455518537256115,0.00018310782254241028
gossip,12,6,1.112744166206887e-05,89867.91666666667,16.455518537256115,0.00018310782254241028
furry,12,5,1.112744166206887e-05,89867.91666666667,16.455518537256115,0.00018310782254241028
slower,12,6,1.112744166206887e-05,89867.91666666667,16.455518537256115,0.00018310782254241028
prime,12,5,1.112744166206887e-05,89867.91666666667,16.455518537256115,0.00018310782254241028
barry,12,5,1.112744166206887e-05,89867.91666666667,16.455518537256115,0.00018310782254241028
highway,12,7,1.112744166206887e-05,89867.91666666667,16.455518537256115,0.00018310782254241028
lunches,12,7,1.112744166206887e-05,89867.91666666667,16.455518537256115,0.00018310782254241028
rented,12,6,1.112744166206887e-05,89867.91666666667,16.455518537256115,0.00018310782254241028
bon,12,3,1.112744166206887e-05,89867.91666666667,16.455518537256115,0.00018310782254241028
swan,12,4,1.112744166206887e-05,89867.91666666667,16.455518537256115,0.00018310782254241028
operation,12,9,1.112744166206887e-05,89867.91666666667,16.455518537256115,0.00018310782254241028
300,12,3,1.112744166206887e-05,89867.91666666667,16.455518537256115,0.00018310782254241028
protest,12,7,1.112744166206887e-05,89867.91666666667,16.455518537256115,0.00018310782254241028
stamps,12,6,1.112744166206887e-05,89867.91666666667,16.455518537256115,0.00018310782254241028
strain,12,6,1.112744166206887e-05,89867.91666666667,16.455518537256115,0.00018310782254241028
helmet,12,6,1.112744166206887e-05,89867.91666666667,16.455518537256115,0.00018310782254241028
hangover,12,8,1.112744166206887e-05,89867.91666666667,16.455518537256115,0.00018310782254241028
cheating,12,8,1.112744166206887e-05,89867.91666666667,16.455518537256115,0.00018310782254241028
stuffing,12,8,1.112744166206887e-05,89867.91666666667,16.455518537256115,0.00018310782254241028
phil,12,4,1.112744166206887e-05,89867.91666666667,16.455518537256115,0.00018310782254241028
blocks,12,6,1.112744166206887e-05,89867.91666666667,16.455518537256115,0.00018310782254241028
mushrooms,12,9,1.112744166206887e-05,89867.91666666667,16.455518537256115,0.00018310782254241028
shining,12,7,1.112744166206887e-05,89867.91666666667,16.455518537256115,0.00018310782254241028
cider,12,5,1.112744166206887e-05,89867.91666666667,16.455518537256115,0.00018310782254241028
partners,12,8,1.112744166206887e-05,89867.91666666667,16.455518537256115,0.00018310782254241028
speaks,12,6,1.112744166206887e-05,89867.91666666667,16.455518537256115,0.00018310782254241028
christ,12,6,1.112744166206887e-05,89867.91666666667,16.455518537256115,0.00018310782254241028
fought,12,6,1.112744166206887e-05,89867.91666666667,16.455518537256115,0.00018310782254241028
pond,12,4,1.112744166206887e-05,89867.91666666667,16.455518537256115,0.00018310782254241028
tick,12,4,1.112744166206887e-05,89867.91666666667,16.455518537256115,0.00018310782254241028
banging,12,7,1.112744166206887e-05,89867.91666666667,16.455518537256115,0.00018310782254241028
stranger,12,8,1.112744166206887e-05,89867.91666666667,16.455518537256115,0.00018310782254241028
stack,12,5,1.112744166206887e-05,89867.91666666667,16.455518537256115,0.00018310782254241028
punk,12,4,1.112744166206887e-05,89867.91666666667,16.455518537256115,0.00018310782254241028
tulle,12,5,1.112744166206887e-05,89867.91666666667,16.455518537256115,0.00018310782254241028
exhausting,12,10,1.112744166206887e-05,89867.91666666667,16.455518537256115,0.00018310782254241028
expert,12,6,1.112744166206887e-05,89867.91666666667,16.455518537256115,0.00018310782254241028
dictionary,12,10,1.112744166206887e-05,89867.91666666667,16.455518537256115,0.00018310782254241028
illegal,12,7,1.112744166206887e-05,89867.91666666667,16.455518537256115,0.00018310782254241028
haircut,12,7,1.112744166206887e-05,89867.91666666667,16.455518537256115,0.00018310782254241028
taxes,12,5,1.112744166206887e-05,89867.91666666667,16.455518537256115,0.00018310782254241028
liberty,12,7,1.112744166206887e-05,89867.91666666667,16.455518537256115,0.00018310782254241028
spicy,12,5,1.112744166206887e-05,89867.91666666667,16.455518537256115,0.00018310782254241028
cocktails,12,9,1.112744166206887e-05,89867.91666666667,16.455518537256115,0.00018310782254241028
planet,12,6,1.112744166206887e-05,89867.91666666667,16.455518537256115,0.00018310782254241028
comparing,12,9,1.112744166206887e-05,89867.91666666667,16.455518537256115,0.00018310782254241028
nardini,12,7,1.112744166206887e-05,89867.91666666667,16.455518537256115,0.00018310782254241028
politics,12,8,1.112744166206887e-05,89867.91666666667,16.455518537256115,0.00018310782254241028
spy,12,3,1.112744166206887e-05,89867.91666666667,16.455518537256115,0.00018310782254241028
jammed,12,6,1.112744166206887e-05,89867.91666666667,16.455518537256115,0.00018310782254241028
victory,12,7,1.112744166206887e-05,89867.91666666667,16.455518537256115,0.00018310782254241028
freedom,12,7,1.112744166206887e-05,89867.91666666667,16.455518537256115,0.00018310782254241028
revolution,12,10,1.112744166206887e-05,89867.91666666667,16.455518537256115,0.00018310782254241028
tease,12,5,1.112744166206887e-05,89867.91666666667,16.455518537256115,0.00018310782254241028
graduated,12,9,1.112744166206887e-05,89867.91666666667,16.455518537256115,0.00018310782254241028
tasty,12,5,1.112744166206887e-05,89867.91666666667,16.455518537256115,0.00018310782254241028
horror,12,6,1.112744166206887e-05,89867.91666666667,16.455518537256115,0.00018310782254241028
ted,12,3,1.112744166206887e-05,89867.91666666667,16.455518537256115,0.00018310782254241028
bam,12,3,1.112744166206887e-05,89867.91666666667,16.455518537256115,0.00018310782254241028
provost,12,7,1.112744166206887e-05,89867.91666666667,16.455518537256115,0.00018310782254241028
stripes,12,7,1.112744166206887e-05,89867.91666666667,16.455518537256115,0.00018310782254241028
appreciated,12,11,1.112744166206887e-05,89867.91666666667,16.455518537256115,0.00018310782254241028
gutters,12,7,1.112744166206887e-05,89867.91666666667,16.455518537256115,0.00018310782254241028
jazzed,12,6,1.112744166206887e-05,89867.91666666667,16.455518537256115,0.00018310782254241028
tunnel,12,6,1.112744166206887e-05,89867.91666666667,16.455518537256115,0.00018310782254241028
susan,12,5,1.112744166206887e-05,89867.91666666667,16.455518537256115,0.00018310782254241028
stanley,12,7,1.112744166206887e-05,89867.91666666667,16.455518537256115,0.00018310782254241028
neon,12,4,1.112744166206887e-05,89867.91666666667,16.455518537256115,0.00018310782254241028
impress,12,7,1.112744166206887e-05,89867.91666666667,16.455518537256115,0.00018310782254241028
freddie,12,7,1.112744166206887e-05,89867.91666666667,16.455518537256115,0.00018310782254241028
stir,12,4,1.112744166206887e-05,89867.91666666667,16.455518537256115,0.00018310782254241028
voted,12,5,1.112744166206887e-05,89867.91666666667,16.455518537256115,0.00018310782254241028
drummer,12,7,1.112744166206887e-05,89867.91666666667,16.455518537256115,0.00018310782254241028
sucking,12,7,1.112744166206887e-05,89867.91666666667,16.455518537256115,0.00018310782254241028
chaos,12,5,1.112744166206887e-05,89867.91666666667,16.455518537256115,0.00018310782254241028
happiness,12,9,1.112744166206887e-05,89867.91666666667,16.455518537256115,0.00018310782254241028
duh,12,3,1.112744166206887e-05,89867.91666666667,16.455518537256115,0.00018310782254241028
strongly,12,8,1.112744166206887e-05,89867.91666666667,16.455518537256115,0.00018310782254241028
slippers,12,8,1.112744166206887e-05,89867.91666666667,16.455518537256115,0.00018310782254241028
spoke,12,5,1.112744166206887e-05,89867.91666666667,16.455518537256115,0.00018310782254241028
base,12,4,1.112744166206887e-05,89867.91666666667,16.455518537256115,0.00018310782254241028
jungle,12,6,1.112744166206887e-05,89867.91666666667,16.455518537256115,0.00018310782254241028
canceling,12,9,1.112744166206887e-05,89867.91666666667,16.455518537256115,0.00018310782254241028
spitting,12,8,1.112744166206887e-05,89867.91666666667,16.455518537256115,0.00018310782254241028
gal,12,3,1.112744166206887e-05,89867.91666666667,16.455518537256115,0.00018310782254241028
gotcha,12,6,1.112744166206887e-05,89867.91666666667,16.455518537256115,0.00018310782254241028
godmother,12,9,1.112744166206887e-05,89867.91666666667,16.455518537256115,0.00018310782254241028
gorilla,12,7,1.112744166206887e-05,89867.91666666667,16.455518537256115,0.00018310782254241028
harvey,12,6,1.112744166206887e-05,89867.91666666667,16.455518537256115,0.00018310782254241028
struck,12,6,1.112744166206887e-05,89867.91666666667,16.455518537256115,0.00018310782254241028
homecoming,12,10,1.112744166206887e-05,89867.91666666667,16.455518537256115,0.00018310782254241028
ashamed,12,7,1.112744166206887e-05,89867.91666666667,16.455518537256115,0.00018310782254241028
adventist,12,9,1.112744166206887e-05,89867.91666666667,16.455518537256115,0.00018310782254241028
unnecessary,12,11,1.112744166206887e-05,89867.91666666667,16.455518537256115,0.00018310782254241028
ripping,12,7,1.112744166206887e-05,89867.91666666667,16.455518537256115,0.00018310782254241028
gloomy,12,6,1.112744166206887e-05,89867.91666666667,16.455518537256115,0.00018310782254241028
flu,12,3,1.112744166206887e-05,89867.91666666667,16.455518537256115,0.00018310782254241028
religious,12,9,1.112744166206887e-05,89867.91666666667,16.455518537256115,0.00018310782254241028
dignified,12,9,1.112744166206887e-05,89867.91666666667,16.455518537256115,0.00018310782254241028
aurora,12,6,1.112744166206887e-05,89867.91666666667,16.455518537256115,0.00018310782254241028
penny,12,5,1.112744166206887e-05,89867.91666666667,16.455518537256115,0.00018310782254241028
sweetheart,12,10,1.112744166206887e-05,89867.91666666667,16.455518537256115,0.00018310782254241028
shoo,12,4,1.112744166206887e-05,89867.91666666667,16.455518537256115,0.00018310782254241028
protection,12,10,1.112744166206887e-05,89867.91666666667,16.455518537256115,0.00018310782254241028
mint,12,4,1.112744166206887e-05,89867.91666666667,16.455518537256115,0.00018310782254241028
marshmallows,12,12,1.112744166206887e-05,89867.91666666667,16.455518537256115,0.00018310782254241028
mexican,12,7,1.112744166206887e-05,89867.91666666667,16.455518537256115,0.00018310782254241028
loaf,12,4,1.112744166206887e-05,89867.91666666667,16.455518537256115,0.00018310782254241028
refreshing,12,10,1.112744166206887e-05,89867.91666666667,16.455518537256115,0.00018310782254241028
achieve,12,7,1.112744166206887e-05,89867.91666666667,16.455518537256115,0.00018310782254241028
zachs,12,5,1.112744166206887e-05,89867.91666666667,16.455518537256115,0.00018310782254241028
route,12,5,1.112744166206887e-05,89867.91666666667,16.455518537256115,0.00018310782254241028
update,12,6,1.112744166206887e-05,89867.91666666667,16.455518537256115,0.00018310782254241028
charles,12,7,1.112744166206887e-05,89867.91666666667,16.455518537256115,0.00018310782254241028
distract,12,8,1.112744166206887e-05,89867.91666666667,16.455518537256115,0.00018310782254241028
flipping,12,8,1.112744166206887e-05,89867.91666666667,16.455518537256115,0.00018310782254241028
express,12,7,1.112744166206887e-05,89867.91666666667,16.455518537256115,0.00018310782254241028
newsletter,12,10,1.112744166206887e-05,89867.91666666667,16.455518537256115,0.00018310782254241028
ruining,12,7,1.112744166206887e-05,89867.91666666667,16.455518537256115,0.00018310782254241028
chatty,12,6,1.112744166206887e-05,89867.91666666667,16.455518537256115,0.00018310782254241028
wipe,12,4,1.112744166206887e-05,89867.91666666667,16.455518537256115,0.00018310782254241028
cheesy,12,6,1.112744166206887e-05,89867.91666666667,16.455518537256115,0.00018310782254241028
afterward,12,9,1.112744166206887e-05,89867.91666666667,16.455518537256115,0.00018310782254241028
avocado,12,7,1.112744166206887e-05,89867.91666666667,16.455518537256115,0.00018310782254241028
celery,12,6,1.112744166206887e-05,89867.91666666667,16.455518537256115,0.00018310782254241028
media,12,5,1.112744166206887e-05,89867.91666666667,16.455518537256115,0.00018310782254241028
imagined,12,8,1.112744166206887e-05,89867.91666666667,16.455518537256115,0.00018310782254241028
violation,12,9,1.112744166206887e-05,89867.91666666667,16.455518537256115,0.00018310782254241028
studied,12,7,1.112744166206887e-05,89867.91666666667,16.455518537256115,0.00018310782254241028
explanation,12,11,1.112744166206887e-05,89867.91666666667,16.455518537256115,0.00018310782254241028
aspect,12,6,1.112744166206887e-05,89867.91666666667,16.455518537256115,0.00018310782254241028
create,12,6,1.112744166206887e-05,89867.91666666667,16.455518537256115,0.00018310782254241028
stolen,12,6,1.112744166206887e-05,89867.91666666667,16.455518537256115,0.00018310782254241028
dryer,12,5,1.112744166206887e-05,89867.91666666667,16.455518537256115,0.00018310782254241028
implied,12,7,1.112744166206887e-05,89867.91666666667,16.455518537256115,0.00018310782254241028
husbands,12,8,1.112744166206887e-05,89867.91666666667,16.455518537256115,0.00018310782254241028
wa,12,2,1.112744166206887e-05,89867.91666666667,16.455518537256115,0.00018310782254241028
scones,12,6,1.112744166206887e-05,89867.91666666667,16.455518537256115,0.00018310782254241028
fashioned,12,9,1.112744166206887e-05,89867.91666666667,16.455518537256115,0.00018310782254241028
obligation,12,10,1.112744166206887e-05,89867.91666666667,16.455518537256115,0.00018310782254241028
tied,12,4,1.112744166206887e-05,89867.91666666667,16.455518537256115,0.00018310782254241028
committed,12,9,1.112744166206887e-05,89867.91666666667,16.455518537256115,0.00018310782254241028
au,12,2,1.112744166206887e-05,89867.91666666667,16.455518537256115,0.00018310782254241028
obligated,12,9,1.112744166206887e-05,89867.91666666667,16.455518537256115,0.00018310782254241028
acts,12,4,1.112744166206887e-05,89867.91666666667,16.455518537256115,0.00018310782254241028
pantyhose,12,9,1.112744166206887e-05,89867.91666666667,16.455518537256115,0.00018310782254241028
groups,12,6,1.112744166206887e-05,89867.91666666667,16.455518537256115,0.00018310782254241028
pin,12,3,1.112744166206887e-05,89867.91666666667,16.455518537256115,0.00018310782254241028
teasing,12,7,1.112744166206887e-05,89867.91666666667,16.455518537256115,0.00018310782254241028
kicks,12,5,1.112744166206887e-05,89867.91666666667,16.455518537256115,0.00018310782254241028
mutual,12,6,1.112744166206887e-05,89867.91666666667,16.455518537256115,0.00018310782254241028
whatsoever,12,10,1.112744166206887e-05,89867.91666666667,16.455518537256115,0.00018310782254241028
stereo,12,6,1.112744166206887e-05,89867.91666666667,16.455518537256115,0.00018310782254241028
anger,12,5,1.112744166206887e-05,89867.91666666667,16.455518537256115,0.00018310782254241028
berry,12,5,1.112744166206887e-05,89867.91666666667,16.455518537256115,0.00018310782254241028
bradley,12,7,1.112744166206887e-05,89867.91666666667,16.455518537256115,0.00018310782254241028
donut,12,5,1.112744166206887e-05,89867.91666666667,16.455518537256115,0.00018310782254241028
outing,12,6,1.112744166206887e-05,89867.91666666667,16.455518537256115,0.00018310782254241028
waving,12,6,1.112744166206887e-05,89867.91666666667,16.455518537256115,0.00018310782254241028
reads,12,5,1.112744166206887e-05,89867.91666666667,16.455518537256115,0.00018310782254241028
album,11,5,1.0200154856896463e-05,98037.72727272728,16.581049419339976,0.00016912927176712095
flag,11,4,1.0200154856896463e-05,98037.72727272728,16.581049419339976,0.00016912927176712095
promises,11,8,1.0200154856896463e-05,98037.72727272728,16.581049419339976,0.00016912927176712095
terribly,11,8,1.0200154856896463e-05,98037.72727272728,16.581049419339976,0.00016912927176712095
connected,11,9,1.0200154856896463e-05,98037.72727272728,16.581049419339976,0.00016912927176712095
feathers,11,8,1.0200154856896463e-05,98037.72727272728,16.581049419339976,0.00016912927176712095
lacey,11,5,1.0200154856896463e-05,98037.72727272728,16.581049419339976,0.00016912927176712095
doyles,11,6,1.0200154856896463e-05,98037.72727272728,16.581049419339976,0.00016912927176712095
suspended,11,9,1.0200154856896463e-05,98037.72727272728,16.581049419339976,0.00016912927176712095
indeed,11,6,1.0200154856896463e-05,98037.72727272728,16.581049419339976,0.00016912927176712095
carried,11,7,1.0200154856896463e-05,98037.72727272728,16.581049419339976,0.00016912927176712095
chores,11,6,1.0200154856896463e-05,98037.72727272728,16.581049419339976,0.00016912927176712095
blueberries,11,11,1.0200154856896463e-05,98037.72727272728,16.581049419339976,0.00016912927176712095
theirs,11,6,1.0200154856896463e-05,98037.72727272728,16.581049419339976,0.00016912927176712095
joni,11,4,1.0200154856896463e-05,98037.72727272728,16.581049419339976,0.00016912927176712095
volunteering,11,12,1.0200154856896463e-05,98037.72727272728,16.581049419339976,0.00016912927176712095
oprah,11,5,1.0200154856896463e-05,98037.72727272728,16.581049419339976,0.00016912927176712095
stable,11,6,1.0200154856896463e-05,98037.72727272728,16.581049419339976,0.00016912927176712095
17,11,2,1.0200154856896463e-05,98037.72727272728,16.581049419339976,0.00016912927176712095
applications,11,12,1.0200154856896463e-05,98037.72727272728,16.581049419339976,0.00016912927176712095
net,11,3,1.0200154856896463e-05,98037.72727272728,16.581049419339976,0.00016912927176712095
stepped,11,7,1.0200154856896463e-05,98037.72727272728,16.581049419339976,0.00016912927176712095
quentin,11,7,1.0200154856896463e-05,98037.72727272728,16.581049419339976,0.00016912927176712095
organization,11,12,1.0200154856896463e-05,98037.72727272728,16.581049419339976,0.00016912927176712095
paella,11,6,1.0200154856896463e-05,98037.72727272728,16.581049419339976,0.00016912927176712095
beers,11,5,1.0200154856896463e-05,98037.72727272728,16.581049419339976,0.00016912927176712095
co,11,2,1.0200154856896463e-05,98037.72727272728,16.581049419339976,0.00016912927176712095
500,11,3,1.0200154856896463e-05,98037.72727272728,16.581049419339976,0.00016912927176712095
assignment,11,10,1.0200154856896463e-05,98037.72727272728,16.581049419339976,0.00016912927176712095
misses,11,6,1.0200154856896463e-05,98037.72727272728,16.581049419339976,0.00016912927176712095
cancelled,11,9,1.0200154856896463e-05,98037.72727272728,16.581049419339976,0.00016912927176712095
reminded,11,8,1.0200154856896463e-05,98037.72727272728,16.581049419339976,0.00016912927176712095
decaf,11,5,1.0200154856896463e-05,98037.72727272728,16.581049419339976,0.00016912927176712095
skippy,11,6,1.0200154856896463e-05,98037.72727272728,16.581049419339976,0.00016912927176712095
persons,11,7,1.0200154856896463e-05,98037.72727272728,16.581049419339976,0.00016912927176712095
exposed,11,7,1.0200154856896463e-05,98037.72727272728,16.581049419339976,0.00016912927176712095
guilt,11,5,1.0200154856896463e-05,98037.72727272728,16.581049419339976,0.00016912927176712095
substance,11,9,1.0200154856896463e-05,98037.72727272728,16.581049419339976,0.00016912927176712095
choosing,11,8,1.0200154856896463e-05,98037.72727272728,16.581049419339976,0.00016912927176712095
instance,11,8,1.0200154856896463e-05,98037.72727272728,16.581049419339976,0.00016912927176712095
peaceful,11,8,1.0200154856896463e-05,98037.72727272728,16.581049419339976,0.00016912927176712095
meals,11,5,1.0200154856896463e-05,98037.72727272728,16.581049419339976,0.00016912927176712095
bodies,11,6,1.0200154856896463e-05,98037.72727272728,16.581049419339976,0.00016912927176712095
limits,11,6,1.0200154856896463e-05,98037.72727272728,16.581049419339976,0.00016912927176712095
italy,11,5,1.0200154856896463e-05,98037.72727272728,16.581049419339976,0.00016912927176712095
cyrus,11,5,1.0200154856896463e-05,98037.72727272728,16.581049419339976,0.00016912927176712095
comedy,11,6,1.0200154856896463e-05,98037.72727272728,16.581049419339976,0.00016912927176712095
beatles,11,7,1.0200154856896463e-05,98037.72727272728,16.581049419339976,0.00016912927176712095
sentimental,11,11,1.0200154856896463e-05,98037.72727272728,16.581049419339976,0.00016912927176712095
michels,11,7,1.0200154856896463e-05,98037.72727272728,16.581049419339976,0.00016912927176712095
candle,11,6,1.0200154856896463e-05,98037.72727272728,16.581049419339976,0.00016912927176712095
paddle,11,6,1.0200154856896463e-05,98037.72727272728,16.581049419339976,0.00016912927176712095
sarcastic,11,9,1.0200154856896463e-05,98037.72727272728,16.581049419339976,0.00016912927176712095
alert,11,5,1.0200154856896463e-05,98037.72727272728,16.581049419339976,0.00016912927176712095
pregnancy,11,9,1.0200154856896463e-05,98037.72727272728,16.581049419339976,0.00016912927176712095
goods,11,5,1.0200154856896463e-05,98037.72727272728,16.581049419339976,0.00016912927176712095
ought,11,5,1.0200154856896463e-05,98037.72727272728,16.581049419339976,0.00016912927176712095
liquid,11,6,1.0200154856896463e-05,98037.72727272728,16.581049419339976,0.00016912927176712095
bothering,11,9,1.0200154856896463e-05,98037.72727272728,16.581049419339976,0.00016912927176712095
hood,11,4,1.0200154856896463e-05,98037.72727272728,16.581049419339976,0.00016912927176712095
bickering,11,9,1.0200154856896463e-05,98037.72727272728,16.581049419339976,0.00016912927176712095
95,11,2,1.0200154856896463e-05,98037.72727272728,16.581049419339976,0.00016912927176712095
draft,11,5,1.0200154856896463e-05,98037.72727272728,16.581049419339976,0.00016912927176712095
bing,11,4,1.0200154856896463e-05,98037.72727272728,16.581049419339976,0.00016912927176712095
holder,11,6,1.0200154856896463e-05,98037.72727272728,16.581049419339976,0.00016912927176712095
salty,11,5,1.0200154856896463e-05,98037.72727272728,16.581049419339976,0.00016912927176712095
strawberry,11,10,1.0200154856896463e-05,98037.72727272728,16.581049419339976,0.00016912927176712095
habit,11,5,1.0200154856896463e-05,98037.72727272728,16.581049419339976,0.00016912927176712095
wheels,11,6,1.0200154856896463e-05,98037.72727272728,16.581049419339976,0.00016912927176712095
tension,11,7,1.0200154856896463e-05,98037.72727272728,16.581049419339976,0.00016912927176712095
liver,11,5,1.0200154856896463e-05,98037.72727272728,16.581049419339976,0.00016912927176712095
distraction,11,11,1.0200154856896463e-05,98037.72727272728,16.581049419339976,0.00016912927176712095
waffle,11,6,1.0200154856896463e-05,98037.72727272728,16.581049419339976,0.00016912927176712095
twenties,11,8,1.0200154856896463e-05,98037.72727272728,16.581049419339976,0.00016912927176712095
wandering,11,9,1.0200154856896463e-05,98037.72727272728,16.581049419339976,0.00016912927176712095
authority,11,9,1.0200154856896463e-05,98037.72727272728,16.581049419339976,0.00016912927176712095
certificate,11,11,1.0200154856896463e-05,98037.72727272728,16.581049419339976,0.00016912927176712095
si,11,2,1.0200154856896463e-05,98037.72727272728,16.581049419339976,0.00016912927176712095
thirsty,11,7,1.0200154856896463e-05,98037.72727272728,16.581049419339976,0.00016912927176712095
carpet,11,6,1.0200154856896463e-05,98037.72727272728,16.581049419339976,0.00016912927176712095
cliff,11,5,1.0200154856896463e-05,98037.72727272728,16.581049419339976,0.00016912927176712095
ignored,11,7,1.0200154856896463e-05,98037.72727272728,16.581049419339976,0.00016912927176712095
leaning,11,7,1.0200154856896463e-05,98037.72727272728,16.581049419339976,0.00016912927176712095
foyer,11,5,1.0200154856896463e-05,98037.72727272728,16.581049419339976,0.00016912927176712095
spinning,11,8,1.0200154856896463e-05,98037.72727272728,16.581049419339976,0.00016912927176712095
louder,11,6,1.0200154856896463e-05,98037.72727272728,16.581049419339976,0.00016912927176712095
gigis,11,5,1.0200154856896463e-05,98037.72727272728,16.581049419339976,0.00016912927176712095
tent,11,4,1.0200154856896463e-05,98037.72727272728,16.581049419339976,0.00016912927176712095
dances,11,6,1.0200154856896463e-05,98037.72727272728,16.581049419339976,0.00016912927176712095
keg,11,3,1.0200154856896463e-05,98037.72727272728,16.581049419339976,0.00016912927176712095
tuition,11,7,1.0200154856896463e-05,98037.72727272728,16.581049419339976,0.00016912927176712095
pouring,11,7,1.0200154856896463e-05,98037.72727272728,16.581049419339976,0.00016912927176712095
suing,11,5,1.0200154856896463e-05,98037.72727272728,16.581049419339976,0.00016912927176712095
fold,11,4,1.0200154856896463e-05,98037.72727272728,16.581049419339976,0.00016912927176712095
curse,11,5,1.0200154856896463e-05,98037.72727272728,16.581049419339976,0.00016912927176712095
miller,11,6,1.0200154856896463e-05,98037.72727272728,16.581049419339976,0.00016912927176712095
tub,11,3,1.0200154856896463e-05,98037.72727272728,16.581049419339976,0.00016912927176712095
complimentary,11,13,1.0200154856896463e-05,98037.72727272728,16.581049419339976,0.00016912927176712095
luncheon,11,8,1.0200154856896463e-05,98037.72727272728,16.581049419339976,0.00016912927176712095
veil,11,4,1.0200154856896463e-05,98037.72727272728,16.581049419339976,0.00016912927176712095
tune,11,4,1.0200154856896463e-05,98037.72727272728,16.581049419339976,0.00016912927176712095
biggie,11,6,1.0200154856896463e-05,98037.72727272728,16.581049419339976,0.00016912927176712095
lies,11,4,1.0200154856896463e-05,98037.72727272728,16.581049419339976,0.00016912927176712095
naïve,11,5,1.0200154856896463e-05,98037.72727272728,16.581049419339976,0.00016912927176712095
exotic,11,6,1.0200154856896463e-05,98037.72727272728,16.581049419339976,0.00016912927176712095
elizabeth,11,9,1.0200154856896463e-05,98037.72727272728,16.581049419339976,0.00016912927176712095
rob,11,3,1.0200154856896463e-05,98037.72727272728,16.581049419339976,0.00016912927176712095
whack,11,5,1.0200154856896463e-05,98037.72727272728,16.581049419339976,0.00016912927176712095
lining,11,6,1.0200154856896463e-05,98037.72727272728,16.581049419339976,0.00016912927176712095
carve,11,5,1.0200154856896463e-05,98037.72727272728,16.581049419339976,0.00016912927176712095
boobs,11,5,1.0200154856896463e-05,98037.72727272728,16.581049419339976,0.00016912927176712095
jean,11,4,1.0200154856896463e-05,98037.72727272728,16.581049419339976,0.00016912927176712095
adjusting,11,9,1.0200154856896463e-05,98037.72727272728,16.581049419339976,0.00016912927176712095
coupon,11,6,1.0200154856896463e-05,98037.72727272728,16.581049419339976,0.00016912927176712095
organizing,11,10,1.0200154856896463e-05,98037.72727272728,16.581049419339976,0.00016912927176712095
hovering,11,8,1.0200154856896463e-05,98037.72727272728,16.581049419339976,0.00016912927176712095
presence,11,8,1.0200154856896463e-05,98037.72727272728,16.581049419339976,0.00016912927176712095
speaker,11,7,1.0200154856896463e-05,98037.72727272728,16.581049419339976,0.00016912927176712095
drunken,11,7,1.0200154856896463e-05,98037.72727272728,16.581049419339976,0.00016912927176712095
caffeine,11,8,1.0200154856896463e-05,98037.72727272728,16.581049419339976,0.00016912927176712095
retired,11,7,1.0200154856896463e-05,98037.72727272728,16.581049419339976,0.00016912927176712095
disappear,11,9,1.0200154856896463e-05,98037.72727272728,16.581049419339976,0.00016912927176712095
godfather,11,9,1.0200154856896463e-05,98037.72727272728,16.581049419339976,0.00016912927176712095
velvet,11,6,1.0200154856896463e-05,98037.72727272728,16.581049419339976,0.00016912927176712095
razor,11,5,1.0200154856896463e-05,98037.72727272728,16.581049419339976,0.00016912927176712095
insanity,11,8,1.0200154856896463e-05,98037.72727272728,16.581049419339976,0.00016912927176712095
excitement,11,10,1.0200154856896463e-05,98037.72727272728,16.581049419339976,0.00016912927176712095
fee,11,3,1.0200154856896463e-05,98037.72727272728,16.581049419339976,0.00016912927176712095
sweatshirt,11,10,1.0200154856896463e-05,98037.72727272728,16.581049419339976,0.00016912927176712095
accidents,11,9,1.0200154856896463e-05,98037.72727272728,16.581049419339976,0.00016912927176712095
icy,11,3,1.0200154856896463e-05,98037.72727272728,16.581049419339976,0.00016912927176712095
takeout,11,7,1.0200154856896463e-05,98037.72727272728,16.581049419339976,0.00016912927176712095
stronger,11,8,1.0200154856896463e-05,98037.72727272728,16.581049419339976,0.00016912927176712095
doggy,11,5,1.0200154856896463e-05,98037.72727272728,16.581049419339976,0.00016912927176712095
interrupted,11,11,1.0200154856896463e-05,98037.72727272728,16.581049419339976,0.00016912927176712095
scarf,11,5,1.0200154856896463e-05,98037.72727272728,16.581049419339976,0.00016912927176712095
adding,11,6,1.0200154856896463e-05,98037.72727272728,16.581049419339976,0.00016912927176712095
aspects,11,7,1.0200154856896463e-05,98037.72727272728,16.581049419339976,0.00016912927176712095
tries,11,5,1.0200154856896463e-05,98037.72727272728,16.581049419339976,0.00016912927176712095
es,11,2,1.0200154856896463e-05,98037.72727272728,16.581049419339976,0.00016912927176712095
characters,11,10,1.0200154856896463e-05,98037.72727272728,16.581049419339976,0.00016912927176712095
sneaking,11,8,1.0200154856896463e-05,98037.72727272728,16.581049419339976,0.00016912927176712095
banner,11,6,1.0200154856896463e-05,98037.72727272728,16.581049419339976,0.00016912927176712095
definition,11,10,1.0200154856896463e-05,98037.72727272728,16.581049419339976,0.00016912927176712095
ranch,11,5,1.0200154856896463e-05,98037.72727272728,16.581049419339976,0.00016912927176712095
cough,11,5,1.0200154856896463e-05,98037.72727272728,16.581049419339976,0.00016912927176712095
bond,11,4,1.0200154856896463e-05,98037.72727272728,16.581049419339976,0.00016912927176712095
minister,11,8,1.0200154856896463e-05,98037.72727272728,16.581049419339976,0.00016912927176712095
